H2,CH4,C2H6,C2H4,C2H2,Type
12.7,16.8,4.92,0.78,0.0,Normal
13.1,17.5,4.74,0.76,0.0,Normal
13.5,17.7,4.4,0.75,0.0,Normal
13.1,18.3,4.75,0.84,0.0,Normal
14.0,18.6,4.67,0.76,0.0,Normal
13.8,18.2,4.7,0.74,0.0,Normal
12.7,18.4,4.94,0.74,0.0,Normal
12.8,16.8,4.74,0.81,0.0,Normal
12.1,17.0,4.93,0.79,0.0,Normal
12.4,15.4,4.48,0.83,0.0,Normal
14.1,17.5,4.15,0.77,0.0,Normal
12.0,15.7,4.08,0.83,0.0,Normal
12.2,17.7,4.31,0.83,0.0,Normal
12.5,15.4,4.39,0.84,0.0,Normal
12.5,15.6,4.13,0.75,0.0,Normal
12.6,18.2,4.79,0.84,0.0,Normal
13.4,18.2,4.23,0.86,0.0,Normal
12.9,18.3,4.61,0.76,0.0,Normal
13.4,18.1,4.9,0.79,0.0,Normal
13.4,16.9,4.07,0.82,0.0,Normal
12.0,15.3,4.72,0.81,0.0,Normal
12.6,18.1,4.18,0.76,0.0,Normal
13.9,18.0,4.84,0.86,0.0,Normal
12.4,16.4,4.58,0.84,0.0,Normal
11.7,17.2,4.71,0.78,0.0,Normal
13.3,16.0,4.85,0.73,0.0,Normal
14.0,15.6,4.45,0.74,0.0,Normal
14.1,17.5,4.15,0.77,0.0,Normal
12.0,15.7,4.08,0.83,0.0,Normal
13.4,17.0,4.9,0.79,0.0,Normal
11.7,16.1,4.44,0.79,0.0,Normal
12.7,18.3,4.56,0.73,0.0,Normal
13.2,16.9,4.06,0.82,0.0,Normal
13.6,18.1,4.72,0.74,0.0,Normal
12.6,17.1,4.3,0.78,0.0,Normal
14.1,15.7,4.74,0.78,0.0,Normal
12.8,15.8,4.09,0.77,0.0,Normal
14.0,17.4,4.85,0.79,0.0,Normal
13.0,16.6,4.65,0.77,0.0,Normal
12.6,16.6,4.14,0.87,0.0,Normal
13.7,16.5,4.73,0.78,0.0,Normal
11.9,16.9,4.16,0.84,0.0,Normal
14.1,17.6,4.38,0.79,0.0,Normal
13.9,18.4,4.21,0.82,0.0,Normal
14.2,15.3,4.76,0.78,0.0,Normal
12.1,15.6,4.87,0.81,0.0,Normal
12.8,15.8,4.09,0.77,0.0,Normal
12.1,15.8,4.57,0.78,0.0,Normal
13.1,15.6,4.88,0.81,0.0,Normal
11.9,16.3,4.4,0.72,0.0,Normal
12.5,18.7,4.49,0.87,0.0,Normal
14.1,17.1,4.81,0.81,0.0,Normal
13.2,15.6,4.47,0.77,0.0,Normal
12.9,18.2,4.91,0.84,0.0,Normal
11.9,16.9,4.25,0.81,0.0,Normal
13.1,15.8,4.65,0.88,0.0,Normal
12.7,17.8,4.7,0.74,0.0,Normal
12.3,18.1,4.67,0.83,0.0,Normal
11.9,16.0,4.38,0.88,0.0,Normal
13.5,15.4,4.88,0.8,0.0,Normal
14.0,16.5,4.84,0.83,0.0,Normal
14.1,15.4,4.81,0.83,0.0,Normal
14.0,18.7,4.19,0.88,0.0,Normal
11.7,16.5,4.12,0.85,0.0,Normal
13.4,17.5,4.12,0.86,0.0,Normal
12.6,16.7,4.39,0.72,0.0,Normal
12.6,16.7,4.39,0.72,0.0,Normal
12.7,17.2,4.69,0.81,0.0,Normal
12.7,17.2,4.69,0.81,0.0,Normal
12.6,16.7,4.39,0.72,0.0,Normal
12.6,16.7,4.39,0.72,0.0,Normal
13.5,17.7,4.22,0.73,0.0,Normal
12.7,17.9,4.14,0.83,0.0,Normal
13.5,15.3,4.32,0.84,0.0,Normal
12.7,15.6,4.59,0.79,0.0,Normal
12.5,16.6,4.28,0.81,0.0,Normal
13.4,16.7,4.15,0.73,0.0,Normal
12.4,15.8,4.08,0.77,0.0,Normal
12.2,17.7,4.67,0.88,0.0,Normal
12.7,17.2,4.69,0.81,0.0,Normal
13.1,16.3,4.32,0.72,0.0,Normal
11.7,18.6,4.54,0.74,0.0,Normal
12.7,17.8,4.33,0.75,0.0,Normal
12.0,17.2,4.5,0.73,0.0,Normal
12.6,17.1,4.13,0.78,0.0,Normal
13.6,16.6,4.31,0.78,0.0,Normal
13.3,16.9,4.59,0.73,0.0,Normal
12.3,17.0,4.51,0.83,0.0,Normal
11.7,18.4,4.09,0.82,0.0,Normal
12.3,17.0,4.51,0.83,0.0,Normal
11.9,15.7,4.28,0.82,0.0,Normal
11.8,18.6,4.69,0.76,0.0,Normal
12.0,17.8,4.3,0.78,0.0,Normal
12.8,15.6,4.74,0.73,0.0,Normal
12.1,17.0,4.85,0.87,0.0,Normal
13.2,16.3,4.55,0.87,0.0,Normal
12.7,18.6,4.43,0.74,0.0,Normal
13.6,18.1,4.27,0.78,0.0,Normal
13.6,16.7,4.47,0.83,0.0,Normal
13.3,16.4,4.29,0.88,0.0,Normal
12.6,17.2,4.74,0.86,0.0,Normal
12.9,17.8,4.34,0.83,0.0,Normal
11.8,18.6,4.86,0.87,0.0,Normal
12.9,16.2,4.58,0.86,0.0,Normal
12.8,17.1,4.63,0.82,0.0,Normal
13.9,17.1,4.48,0.77,0.0,Normal
11.7,18.4,4.09,0.82,0.0,Normal
11.8,15.8,4.62,0.72,0.0,Normal
12.2,16.5,4.1,0.74,0.0,Normal
12.3,15.5,4.24,0.81,0.0,Normal
13.3,16.6,4.34,0.81,0.0,Normal
11.7,17.7,4.54,0.83,0.0,Normal
12.9,17.2,4.83,0.81,0.0,Normal
11.7,17.7,4.83,0.85,0.0,Normal
13.8,15.7,4.15,0.74,0.0,Normal
13.2,16.7,4.29,0.83,0.0,Normal
12.2,17.3,4.74,0.8,0.0,Normal
13.6,17.8,4.95,0.87,0.0,Normal
12.2,16.1,4.2,0.85,0.0,Normal
12.2,18.0,4.16,0.82,0.0,Normal
13.0,18.0,4.18,0.87,0.0,Normal
12.8,16.8,4.5,0.84,0.0,Normal
12.4,16.4,4.84,0.86,0.0,Normal
13.0,18.6,4.4,0.85,0.0,Normal
12.7,15.4,4.51,0.76,0.0,Normal
14.0,16.2,4.94,0.82,0.0,Normal
12.1,15.9,4.55,0.88,0.0,Normal
14.0,17.8,4.34,0.8,0.0,Normal
12.8,17.9,4.78,0.84,0.0,Normal
13.6,16.0,4.43,0.77,0.0,Normal
11.8,16.3,4.27,0.81,0.0,Normal
13.7,17.5,4.33,0.82,0.0,Normal
13.9,18.3,4.88,0.81,0.0,Normal
12.0,17.0,4.09,0.73,0.0,Normal
13.0,18.6,4.42,0.88,0.0,Normal
13.3,18.0,4.44,0.87,0.0,Normal
11.8,16.2,4.15,0.79,0.0,Normal
12.7,17.4,4.1,0.84,0.0,Normal
12.6,18.1,4.17,0.76,0.0,Normal
12.2,17.9,4.22,0.74,0.0,Normal
12.4,18.1,4.25,0.73,0.0,Normal
13.6,18.0,4.62,0.73,0.0,Normal
11.7,18.3,4.3,0.85,0.0,Normal
11.9,16.2,4.52,0.86,0.0,Normal
12.6,15.7,4.39,0.79,0.0,Normal
13.6,18.0,4.64,0.73,0.0,Normal
13.2,17.7,4.31,0.87,0.0,Normal
12.2,16.6,4.82,0.74,0.0,Normal
14.2,18.4,4.86,0.82,0.0,Normal
12.4,16.7,4.48,0.8,0.0,Normal
13.6,15.7,4.75,0.73,0.0,Normal
13.7,18.1,4.24,0.84,0.0,Normal
12.6,18.4,4.71,0.86,0.0,Normal
13.8,16.4,4.19,0.74,0.0,Normal
13.5,15.7,4.4,0.76,0.0,Normal
13.6,17.2,4.18,0.88,0.0,Normal
12.3,17.2,4.32,0.77,0.0,Normal
13.4,16.1,4.21,0.82,0.0,Normal
12.4,16.4,4.87,0.86,0.0,Normal
13.3,16.0,4.06,0.86,0.0,Normal
14.2,18.0,4.5,0.73,0.0,Normal
12.9,15.8,4.75,0.77,0.0,Normal
13.1,17.1,4.07,0.78,0.0,Normal
11.9,17.6,4.12,0.85,0.0,Normal
12.6,17.7,4.72,0.83,0.0,Normal
12.7,15.3,4.44,0.84,0.0,Normal
13.5,18.4,4.41,0.73,0.0,Normal
13.9,16.9,4.49,0.73,0.0,Normal
13.9,15.6,4.45,0.82,0.0,Normal
13.6,15.4,4.33,0.86,0.0,Normal
13.3,16.9,4.56,0.72,0.0,Normal
12.6,16.6,4.27,0.79,0.0,Normal
12.3,18.3,4.34,0.85,0.0,Normal
14.2,16.6,4.8,0.74,0.0,Normal
13.1,15.4,4.37,0.81,0.0,Normal
11.7,18.5,4.63,0.77,0.0,Normal
12.8,18.1,4.47,0.86,0.0,Normal
14.1,16.6,4.69,0.85,0.0,Normal
13.3,16.9,4.93,0.77,0.0,Normal
11.9,17.5,4.47,0.87,0.0,Normal
13.6,17.4,4.21,0.78,0.0,Normal
13.1,16.8,4.09,0.8,0.0,Normal
13.2,18.4,4.12,0.79,0.0,Normal
13.7,16.6,4.17,0.86,0.0,Normal
13.0,17.9,4.24,0.72,0.0,Normal
13.7,15.3,4.9,0.86,0.0,Normal
12.6,17.4,4.46,0.72,0.0,Normal
9.3,18.6,5.69,0.7,0.0,Normal
9.42,17.0,5.56,0.66,0.0,Normal
9.7,17.4,5.83,0.74,0.0,Normal
9.14,18.4,5.31,0.71,0.0,Normal
9.59,17.2,5.09,0.65,0.0,Normal
9.1,17.2,5.15,0.75,0.0,Normal
8.55,15.3,5.25,0.65,0.0,Normal
8.32,16.9,5.24,0.67,0.0,Normal
9.85,17.0,5.59,0.66,0.0,Normal
8.39,17.2,6.01,0.66,0.0,Normal
9.39,17.3,5.65,0.71,0.0,Normal
8.41,17.5,5.21,0.68,0.0,Normal
9.67,18.4,5.22,0.72,0.0,Normal
9.06,17.8,6.13,0.64,0.0,Normal
8.78,17.4,5.86,0.7,0.0,Normal
8.18,16.8,5.65,0.76,0.0,Normal
8.48,17.8,5.18,0.73,0.0,Normal
8.92,17.1,5.92,0.66,0.0,Normal
8.96,16.5,6.06,0.63,0.0,Normal
8.14,15.6,6.08,0.73,0.0,Normal
8.73,17.2,6.16,0.65,0.0,Normal
8.7,16.8,6.15,0.7,0.0,Normal
8.17,16.0,6.09,0.69,0.0,Normal
9.57,18.5,5.34,0.71,0.0,Normal
8.53,18.5,5.52,0.7,0.0,Normal
8.39,16.4,5.32,0.72,0.0,Normal
9.35,16.0,5.49,0.74,0.0,Normal
9.76,17.0,5.71,0.65,0.0,Normal
9.8,15.9,5.93,0.74,0.0,Normal
12.8,18.2,4.22,0.72,0.0,Normal
12.6,17.5,4.69,0.74,0.0,Normal
13.8,16.3,4.51,0.74,0.0,Normal
12.9,17.8,4.91,0.79,0.0,Normal
14.1,16.2,4.75,0.77,0.0,Normal
12.2,17.2,4.39,0.82,0.0,Normal
13.1,17.9,4.5,0.74,0.0,Normal
13.7,17.9,4.34,0.77,0.0,Normal
14.1,16.2,4.94,0.74,0.0,Normal
11.7,16.1,4.56,0.78,0.0,Normal
14.1,15.7,4.45,0.76,0.0,Normal
12.4,17.7,4.79,0.8,0.0,Normal
12.6,16.8,4.76,0.75,0.0,Normal
14.0,17.3,4.75,0.77,0.0,Normal
12.1,16.0,4.28,0.8,0.0,Normal
12.8,17.3,4.7,0.77,0.0,Normal
11.7,16.4,4.62,0.73,0.0,Normal
14.2,18.5,4.32,0.75,0.0,Normal
14.0,15.7,4.55,0.76,0.0,Normal
13.6,16.4,4.42,0.87,0.0,Normal
13.0,15.9,4.1,0.87,0.0,Normal
12.3,18.0,4.67,0.73,0.0,Normal
13.5,16.2,4.73,0.77,0.0,Normal
12.8,16.8,4.85,0.72,0.0,Normal
13.0,15.6,4.75,0.79,0.0,Normal
12.7,15.5,4.71,0.82,0.0,Normal
12.0,16.0,4.37,0.79,0.0,Normal
13.9,17.6,4.36,0.84,0.0,Normal
13.1,17.7,4.09,0.82,0.0,Normal
13.3,17.6,4.62,0.81,0.0,Normal
14.0,15.7,4.27,0.74,0.0,Normal
14.1,17.3,4.66,0.78,0.0,Normal
11.8,18.0,4.55,0.73,0.0,Normal
13.6,16.4,4.42,0.87,0.0,Normal
12.7,17.8,4.37,0.8,0.0,Normal
13.2,17.7,4.95,0.79,0.0,Normal
14.3,16.9,4.6,0.8,0.0,Normal
11.8,17.7,4.62,0.78,0.0,Normal
13.9,15.4,4.76,0.8,0.0,Normal
12.5,16.7,4.86,0.79,0.0,Normal
14.0,15.7,4.2,0.77,0.0,Normal
13.2,18.2,4.35,0.8,0.0,Normal
13.8,17.6,4.57,0.75,0.0,Normal
14.1,17.4,4.91,0.73,0.0,Normal
12.7,15.7,4.63,0.84,0.0,Normal
13.3,18.6,4.45,0.74,0.0,Normal
13.9,18.4,4.5,0.76,0.0,Normal
12.3,15.7,4.86,0.75,0.0,Normal
13.9,17.6,4.13,0.77,0.0,Normal
13.0,18.4,4.9,0.8,0.0,Normal
13.2,15.9,4.53,0.82,0.0,Normal
12.2,17.7,4.16,0.79,0.0,Normal
13.2,15.9,4.53,0.82,0.0,Normal
12.7,17.1,4.4,0.77,0.0,Normal
13.2,16.5,4.57,0.86,0.0,Normal
11.9,16.4,4.56,0.76,0.0,Normal
13.5,18.0,4.75,0.73,0.0,Normal
11.9,18.4,4.17,0.79,0.0,Normal
13.9,16.0,4.13,0.83,0.0,Normal
11.9,18.2,4.74,0.82,0.0,Normal
13.1,16.2,4.83,0.77,0.0,Normal
13.9,15.9,4.29,0.81,0.0,Normal
12.6,17.4,4.25,0.86,0.0,Normal
12.1,16.8,4.27,0.87,0.0,Normal
13.1,18.1,4.16,0.73,0.0,Normal
14.2,16.9,4.18,0.77,0.0,Normal
13.2,16.4,4.84,0.83,0.0,Normal
13.6,15.9,4.91,0.87,0.0,Normal
12.3,16.1,4.46,0.84,0.0,Normal
13.9,18.6,4.57,0.77,0.0,Normal
14.1,18.0,4.61,0.78,0.0,Normal
12.4,15.4,4.57,0.81,0.0,Normal
12.3,18.5,4.31,0.78,0.0,Normal
12.3,16.1,4.46,0.84,0.0,Normal
13.6,15.6,4.22,0.77,0.0,Normal
11.9,17.0,4.68,0.87,0.0,Normal
13.9,15.9,4.29,0.81,0.0,Normal
13.9,18.6,4.57,0.77,0.0,Normal
11.9,15.9,4.31,0.8,0.0,Normal
12.9,16.9,4.13,0.77,0.0,Normal
12.2,17.3,4.94,0.87,0.0,Normal
13.6,18.5,4.35,0.78,0.0,Normal
13.6,16.9,4.15,0.77,0.0,Normal
14.0,18.5,4.55,0.72,0.0,Normal
13.6,18.6,4.83,0.87,0.0,Normal
12.5,17.5,4.28,0.74,0.0,Normal
12.3,17.5,4.44,0.85,0.0,Normal
12.7,17.5,4.18,0.75,0.0,Normal
13.0,17.2,4.58,0.75,0.0,Normal
13.7,17.3,4.54,0.8,0.0,Normal
13.1,17.4,4.8,0.77,0.0,Normal
12.0,17.5,4.16,0.75,0.0,Normal
13.2,18.4,4.14,0.79,0.0,Normal
13.4,17.1,4.3,0.77,0.0,Normal
11.8,15.5,4.76,0.82,0.0,Normal
12.7,16.8,4.3,0.87,0.0,Normal
13.4,16.3,4.65,0.84,0.0,Normal
13.9,17.0,4.65,0.87,0.0,Normal
13.0,16.1,4.67,0.81,0.0,Normal
12.9,16.6,4.34,0.83,0.0,Normal
13.0,16.1,4.67,0.81,0.0,Normal
13.8,16.4,4.86,0.83,0.0,Normal
13.3,18.3,4.76,0.84,0.0,Normal
12.2,17.3,4.17,0.79,0.0,Normal
12.4,16.5,4.41,0.78,0.0,Normal
12.2,17.3,4.17,0.79,0.0,Normal
13.9,16.3,4.42,0.85,0.0,Normal
13.9,16.6,4.86,0.79,0.0,Normal
13.7,15.4,4.65,0.83,0.0,Normal
12.5,15.5,4.92,0.73,0.0,Normal
12.9,17.3,4.7,0.75,0.0,Normal
12.4,15.5,4.45,0.77,0.0,Normal
13.6,17.8,4.94,0.87,0.0,Normal
13.7,15.9,4.66,0.88,0.0,Normal
14.2,16.8,4.09,0.85,0.0,Normal
14.3,16.0,4.72,0.86,0.0,Normal
13.8,17.1,4.17,0.83,0.0,Normal
12.7,17.2,4.49,0.76,0.0,Normal
12.5,17.1,4.57,0.79,0.0,Normal
13.8,17.6,4.45,0.84,0.0,Normal
12.3,18.4,4.87,0.88,0.0,Normal
13.7,18.2,4.77,0.79,0.0,Normal
13.4,17.7,4.2,0.87,0.0,Normal
13.4,15.4,4.1,0.82,0.0,Normal
14.0,18.4,4.94,0.8,0.0,Normal
12.7,15.6,4.82,0.84,0.0,Normal
12.8,17.3,4.6,0.86,0.0,Normal
14.0,18.6,4.95,0.78,0.0,Normal
12.9,18.4,4.4,0.73,0.0,Normal
12.7,15.3,4.66,0.75,0.0,Normal
12.8,16.1,4.3,0.82,0.0,Normal
13.7,15.8,4.48,0.83,0.0,Normal
12.7,16.4,4.63,0.87,0.0,Normal
12.4,17.9,4.46,0.88,0.0,Normal
13.0,16.1,4.32,0.76,0.0,Normal
14.0,16.5,4.87,0.77,0.0,Normal
14.0,16.5,4.52,0.79,0.0,Normal
13.6,18.3,4.83,0.78,0.0,Normal
13.5,16.6,4.64,0.85,0.0,Normal
14.1,15.5,4.36,0.73,0.0,Normal
13.0,16.3,4.62,0.74,0.0,Normal
13.7,16.1,4.44,0.81,0.0,Normal
14.2,15.5,4.57,0.77,0.0,Normal
11.8,16.9,4.27,0.74,0.0,Normal
12.4,16.4,4.1,0.8,0.0,Normal
11.8,17.8,4.57,0.85,0.0,Normal
12.8,15.4,4.77,0.85,0.0,Normal
13.1,18.4,4.15,0.82,0.0,Normal
13.2,17.5,4.13,0.86,0.0,Normal
13.1,16.3,4.73,0.74,0.0,Normal
12.3,15.8,4.29,0.76,0.0,Normal
12.3,18.0,4.56,0.81,0.0,Normal
14.0,17.5,4.92,0.76,0.0,Normal
12.5,16.1,4.83,0.83,0.0,Normal
13.0,15.4,4.41,0.76,0.0,Normal
12.2,16.3,4.95,0.73,0.0,Normal
13.4,17.3,4.16,0.82,0.0,Normal
12.2,16.3,4.95,0.73,0.0,Normal
13.4,17.0,4.53,0.72,0.0,Normal
12.7,17.1,4.17,0.78,0.0,Normal
12.9,17.8,4.72,0.84,0.0,Normal
14.0,16.4,4.36,0.84,0.0,Normal
12.2,16.6,4.75,0.77,0.0,Normal
12.1,17.4,4.89,0.87,0.0,Normal
12.4,16.3,4.8,0.73,0.0,Normal
12.7,17.5,4.71,0.76,0.0,Normal
11.8,17.4,4.58,0.83,0.0,Normal
14.3,16.2,4.36,0.86,0.0,Normal
12.8,15.4,4.77,0.85,0.0,Normal
12.1,15.8,4.65,0.8,0.0,Normal
13.5,15.3,4.4,0.87,0.0,Normal
14.2,17.8,4.57,0.85,0.0,Normal
12.6,18.4,4.3,0.84,0.0,Normal
11.9,17.0,4.68,0.87,0.0,Normal
14.1,17.7,4.46,0.86,0.0,Normal
12.0,17.9,4.88,0.83,0.0,Normal
12.0,15.3,4.66,0.86,0.0,Normal
13.8,16.1,4.51,0.84,0.0,Normal
13.4,18.7,4.78,0.86,0.0,Normal
14.1,16.3,4.46,0.85,0.0,Normal
13.9,15.9,4.82,0.82,0.0,Normal
12.9,15.9,4.8,0.76,0.0,Normal
14.1,16.3,4.46,0.85,0.0,Normal
13.4,17.2,4.6,0.83,0.0,Normal
12.2,17.8,4.85,0.87,0.0,Normal
13.4,17.6,4.13,0.8,0.0,Normal
14.2,15.6,4.77,0.76,0.0,Normal
11.9,15.7,4.64,0.81,0.0,Normal
11.7,17.1,4.77,0.87,0.0,Normal
13.7,18.4,4.61,0.83,0.0,Normal
13.1,16.3,4.82,0.81,0.0,Normal
13.9,17.7,4.66,0.75,0.0,Normal
11.9,16.3,4.94,0.81,0.0,Normal
14.2,18.5,4.68,0.82,0.0,Normal
11.8,16.5,4.27,0.87,0.0,Normal
13.8,18.3,4.57,0.79,0.0,Normal
12.1,18.3,4.53,0.73,0.0,Normal
13.8,16.9,4.51,0.83,0.0,Normal
13.5,16.6,4.64,0.85,0.0,Normal
12.4,15.6,4.6,0.87,0.0,Normal
12.3,18.2,4.26,0.77,0.0,Normal
11.7,16.8,4.8,0.73,0.0,Normal
12.9,17.5,4.18,0.81,0.0,Normal
12.9,15.9,4.15,0.84,0.0,Normal
13.0,17.6,4.41,0.84,0.0,Normal
12.1,16.2,4.94,0.87,0.0,Normal
12.5,16.6,4.6,0.85,0.0,Normal
14.1,16.4,4.25,0.77,0.0,Normal
12.6,15.8,4.86,0.77,0.0,Normal
12.8,18.0,4.43,0.79,0.0,Normal
12.3,18.6,4.2,0.83,0.0,Normal
11.8,18.7,4.75,0.73,0.0,Normal
13.6,16.4,4.35,0.74,0.0,Normal
12.6,18.3,4.41,0.87,0.0,Normal
13.6,16.4,4.35,0.74,0.0,Normal
14.2,15.7,4.58,0.86,0.0,Normal
13.4,18.0,4.74,0.75,0.0,Normal
14.2,17.2,4.93,0.83,0.0,Normal
13.6,16.0,4.27,0.85,0.0,Normal
12.3,16.1,4.51,0.81,0.0,Normal
13.2,15.9,4.77,0.74,0.0,Normal
12.2,15.3,4.06,0.88,0.0,Normal
13.1,16.1,4.44,0.82,0.0,Normal
11.9,17.5,4.12,0.75,0.0,Normal
13.0,17.4,4.67,0.77,0.0,Normal
12.1,16.9,4.07,0.77,0.0,Normal
12.6,18.1,4.81,0.74,0.0,Normal
